"Dataset" "Model" "R_squared"
"201" "Validation Cohort" "Model" 0.148893013137245
"202" "Validation Cohort" "Model" 0.133237154057016
"203" "Validation Cohort" "Model" 0.171152010222637
"204" "Validation Cohort" "Model" 0.158081969216998
"205" "Validation Cohort" "Model" 0.176994586504743
"206" "Validation Cohort" "Model" 0.160523683440636
"207" "Validation Cohort" "Model" 0.116248547878906
"208" "Validation Cohort" "Model" 0.141655594601761
"209" "Validation Cohort" "Model" 0.157132362360277
"210" "Validation Cohort" "Model" 0.13689906731407
"211" "Validation Cohort" "Model" 0.127631799849477
"212" "Validation Cohort" "Model" 0.164760383534728
"213" "Validation Cohort" "Model" 0.137117112047757
"214" "Validation Cohort" "Model" 0.158763755791063
"215" "Validation Cohort" "Model" 0.133770859755562
"216" "Validation Cohort" "Model" 0.16176298814226
"217" "Validation Cohort" "Model" 0.142473955082131
"218" "Validation Cohort" "Model" 0.113076340543853
"219" "Validation Cohort" "Model" 0.157517738070504
"220" "Validation Cohort" "Model" 0.12885992342729
"221" "Validation Cohort" "Model" 0.177824553351791
"222" "Validation Cohort" "Model" 0.116531781940294
"223" "Validation Cohort" "Model" 0.115536584497859
"224" "Validation Cohort" "Model" 0.115774883399647
"225" "Validation Cohort" "Model" 0.133109471669741
"226" "Validation Cohort" "Model" 0.123422728494229
"227" "Validation Cohort" "Model" 0.154945043132598
"228" "Validation Cohort" "Model" 0.161671254981831
"229" "Validation Cohort" "Model" 0.141916203160129
"230" "Validation Cohort" "Model" 0.148809961361118
"231" "Validation Cohort" "Model" 0.14588696983288
"232" "Validation Cohort" "Model" 0.149751093817847
"233" "Validation Cohort" "Model" 0.121948483923852
"234" "Validation Cohort" "Model" 0.107380497410198
"235" "Validation Cohort" "Model" 0.138488708070828
"236" "Validation Cohort" "Model" 0.133514567725042
"237" "Validation Cohort" "Model" 0.137957086042015
"238" "Validation Cohort" "Model" 0.147283737785689
"239" "Validation Cohort" "Model" 0.159218421218093
"240" "Validation Cohort" "Model" 0.149323502409767
"241" "Validation Cohort" "Model" 0.113146543256786
"242" "Validation Cohort" "Model" 0.132840315173769
"243" "Validation Cohort" "Model" 0.156448024365678
"244" "Validation Cohort" "Model" 0.117022698989812
"245" "Validation Cohort" "Model" 0.148819574831806
"246" "Validation Cohort" "Model" 0.169976279487157
"247" "Validation Cohort" "Model" 0.158547621895853
"248" "Validation Cohort" "Model" 0.140013436715765
"249" "Validation Cohort" "Model" 0.15056887333793
"250" "Validation Cohort" "Model" 0.144691616174448
"251" "Validation Cohort" "Model" 0.181418410577622
"252" "Validation Cohort" "Model" 0.151034525087772
"253" "Validation Cohort" "Model" 0.145307894965261
"254" "Validation Cohort" "Model" 0.140830880852304
"255" "Validation Cohort" "Model" 0.161226735003728
"256" "Validation Cohort" "Model" 0.179258677520254
"257" "Validation Cohort" "Model" 0.153681815279798
"258" "Validation Cohort" "Model" 0.0908148303909222
"259" "Validation Cohort" "Model" 0.132917838111742
"260" "Validation Cohort" "Model" 0.134426278479109
"261" "Validation Cohort" "Model" 0.133366416875629
"262" "Validation Cohort" "Model" 0.157222557653228
"263" "Validation Cohort" "Model" 0.112327904801613
"264" "Validation Cohort" "Model" 0.1625660034928
"265" "Validation Cohort" "Model" 0.166210993880368
"266" "Validation Cohort" "Model" 0.149945112493145
"267" "Validation Cohort" "Model" 0.151107393577212
"268" "Validation Cohort" "Model" 0.117085631255412
"269" "Validation Cohort" "Model" 0.132679968125443
"270" "Validation Cohort" "Model" 0.142545471595931
"271" "Validation Cohort" "Model" 0.154158758416433
"272" "Validation Cohort" "Model" 0.129813404287054
"273" "Validation Cohort" "Model" 0.109991048265664
"274" "Validation Cohort" "Model" 0.159793187458073
"275" "Validation Cohort" "Model" 0.144406379271594
"276" "Validation Cohort" "Model" 0.154887174247151
"277" "Validation Cohort" "Model" 0.13857938447168
"278" "Validation Cohort" "Model" 0.128401214762855
"279" "Validation Cohort" "Model" 0.164083966015211
"280" "Validation Cohort" "Model" 0.123963340568433
"281" "Validation Cohort" "Model" 0.139885896184241
"282" "Validation Cohort" "Model" 0.136928437906434
"283" "Validation Cohort" "Model" 0.146881872998949
"284" "Validation Cohort" "Model" 0.173271164668412
"285" "Validation Cohort" "Model" 0.161433458613195
"286" "Validation Cohort" "Model" 0.11388521632484
"287" "Validation Cohort" "Model" 0.155201984806822
"288" "Validation Cohort" "Model" 0.124052617080541
"289" "Validation Cohort" "Model" 0.167410327320825
"290" "Validation Cohort" "Model" 0.1256901468408
"291" "Validation Cohort" "Model" 0.137790580771173
"292" "Validation Cohort" "Model" 0.134162839939184
"293" "Validation Cohort" "Model" 0.100998017118105
"294" "Validation Cohort" "Model" 0.139432016992431
"295" "Validation Cohort" "Model" 0.125226456547134
"296" "Validation Cohort" "Model" 0.174726491837526
"297" "Validation Cohort" "Model" 0.165985545901286
"298" "Validation Cohort" "Model" 0.151153750838975
"299" "Validation Cohort" "Model" 0.157407171110054
"300" "Validation Cohort" "Model" 0.156387931042914
"301" "Validation Cohort" "ELN" 0.100560217395555
"302" "Validation Cohort" "ELN" 0.0868492087507035
"303" "Validation Cohort" "ELN" 0.149855195547496
"304" "Validation Cohort" "ELN" 0.106398714553963
"305" "Validation Cohort" "ELN" 0.131396249852805
"306" "Validation Cohort" "ELN" 0.13061553911116
"307" "Validation Cohort" "ELN" 0.0837634123453784
"308" "Validation Cohort" "ELN" 0.0949824337997005
"309" "Validation Cohort" "ELN" 0.117869840032647
"310" "Validation Cohort" "ELN" 0.120707631591305
"311" "Validation Cohort" "ELN" 0.118830932012007
"312" "Validation Cohort" "ELN" 0.114613473535349
"313" "Validation Cohort" "ELN" 0.113683366402824
"314" "Validation Cohort" "ELN" 0.116657588550985
"315" "Validation Cohort" "ELN" 0.102951983295896
"316" "Validation Cohort" "ELN" 0.138845514003376
"317" "Validation Cohort" "ELN" 0.122246196406196
"318" "Validation Cohort" "ELN" 0.0776519468834925
"319" "Validation Cohort" "ELN" 0.13082500327311
"320" "Validation Cohort" "ELN" 0.104329627363922
"321" "Validation Cohort" "ELN" 0.139751484862695
"322" "Validation Cohort" "ELN" 0.11857775042918
"323" "Validation Cohort" "ELN" 0.083221199670663
"324" "Validation Cohort" "ELN" 0.0852677760293808
"325" "Validation Cohort" "ELN" 0.118238349644288
"326" "Validation Cohort" "ELN" 0.134264031373534
"327" "Validation Cohort" "ELN" 0.120067523658936
"328" "Validation Cohort" "ELN" 0.124015555644113
"329" "Validation Cohort" "ELN" 0.123589037732031
"330" "Validation Cohort" "ELN" 0.110856862714774
"331" "Validation Cohort" "ELN" 0.117307086160092
"332" "Validation Cohort" "ELN" 0.121391026680666
"333" "Validation Cohort" "ELN" 0.10416947107848
"334" "Validation Cohort" "ELN" 0.0765858214524202
"335" "Validation Cohort" "ELN" 0.110863045554342
"336" "Validation Cohort" "ELN" 0.0957585863382432
"337" "Validation Cohort" "ELN" 0.104284338234406
"338" "Validation Cohort" "ELN" 0.11730224730406
"339" "Validation Cohort" "ELN" 0.135798927268009
"340" "Validation Cohort" "ELN" 0.126034164255982
"341" "Validation Cohort" "ELN" 0.0916872339477266
"342" "Validation Cohort" "ELN" 0.100172310376776
"343" "Validation Cohort" "ELN" 0.130401332155235
"344" "Validation Cohort" "ELN" 0.105723239034224
"345" "Validation Cohort" "ELN" 0.122618288130816
"346" "Validation Cohort" "ELN" 0.151984083082796
"347" "Validation Cohort" "ELN" 0.0988353708140236
"348" "Validation Cohort" "ELN" 0.110998852865417
"349" "Validation Cohort" "ELN" 0.13385233521767
"350" "Validation Cohort" "ELN" 0.0980720184429973
"351" "Validation Cohort" "ELN" 0.138182770809269
"352" "Validation Cohort" "ELN" 0.116045369724187
"353" "Validation Cohort" "ELN" 0.118202039045544
"354" "Validation Cohort" "ELN" 0.105870387822059
"355" "Validation Cohort" "ELN" 0.153818594006135
"356" "Validation Cohort" "ELN" 0.141630900731139
"357" "Validation Cohort" "ELN" 0.119052925226945
"358" "Validation Cohort" "ELN" 0.0655458397344698
"359" "Validation Cohort" "ELN" 0.0848416279775386
"360" "Validation Cohort" "ELN" 0.123610704901017
"361" "Validation Cohort" "ELN" 0.0758660359502707
"362" "Validation Cohort" "ELN" 0.124200319101415
"363" "Validation Cohort" "ELN" 0.095171690219749
"364" "Validation Cohort" "ELN" 0.0996116265674967
"365" "Validation Cohort" "ELN" 0.127271774183469
"366" "Validation Cohort" "ELN" 0.115631629604079
"367" "Validation Cohort" "ELN" 0.118397111144811
"368" "Validation Cohort" "ELN" 0.098514936981862
"369" "Validation Cohort" "ELN" 0.0998237956369623
"370" "Validation Cohort" "ELN" 0.127513768175264
"371" "Validation Cohort" "ELN" 0.120580444768362
"372" "Validation Cohort" "ELN" 0.0865546460294273
"373" "Validation Cohort" "ELN" 0.0983281035814867
"374" "Validation Cohort" "ELN" 0.122423432784535
"375" "Validation Cohort" "ELN" 0.122221531693391
"376" "Validation Cohort" "ELN" 0.117910397772261
"377" "Validation Cohort" "ELN" 0.104371164635225
"378" "Validation Cohort" "ELN" 0.113120426318855
"379" "Validation Cohort" "ELN" 0.124814213940753
"380" "Validation Cohort" "ELN" 0.0930971771915612
"381" "Validation Cohort" "ELN" 0.101159175996927
"382" "Validation Cohort" "ELN" 0.119950822742664
"383" "Validation Cohort" "ELN" 0.118246414708502
"384" "Validation Cohort" "ELN" 0.142481269801395
"385" "Validation Cohort" "ELN" 0.12440588280942
"386" "Validation Cohort" "ELN" 0.0816975144016184
"387" "Validation Cohort" "ELN" 0.136055938242968
"388" "Validation Cohort" "ELN" 0.0830696861933863
"389" "Validation Cohort" "ELN" 0.13691373636831
"390" "Validation Cohort" "ELN" 0.109331578621082
"391" "Validation Cohort" "ELN" 0.11167290185707
"392" "Validation Cohort" "ELN" 0.0917498025730491
"393" "Validation Cohort" "ELN" 0.0614285714606726
"394" "Validation Cohort" "ELN" 0.108194024387871
"395" "Validation Cohort" "ELN" 0.0899544035881115
"396" "Validation Cohort" "ELN" 0.124566313394061
"397" "Validation Cohort" "ELN" 0.127097056426083
"398" "Validation Cohort" "ELN" 0.102283517835562
"399" "Validation Cohort" "ELN" 0.13308346253767
"400" "Validation Cohort" "ELN" 0.133536482583794
