"eln" "all_gen" "comp" "comp_ITD" "all_gen_cyto" "clin_demo" "all_gen_cyto_clin_demo" "comp_ITD_clin_demo"
"1" 0.622781881151261 0.649101527395195 0.668479633952157 0.672650067813263 0.669766018450655 0.659305402495817 0.699507629466735 0.716681591792866
"2" 0.605620501432994 0.612479215068587 0.633801197357064 0.639140971984769 0.641725667833965 0.683411204882621 0.698521966348343 0.724161990910298
"3" 0.596662121464007 0.629115506855291 0.645361474764266 0.650294379923058 0.644666699389788 0.675398764845713 0.69725090686022 0.715125165459496
"4" 0.622478668833886 0.633211013998657 0.659590852869832 0.663311731893546 0.662804056448455 0.670482154666682 0.70699874422111 0.725534258132449
"5" 0.594904568163287 0.627562309937697 0.6556847285159 0.653152917777826 0.647874327153809 0.67260103739682 0.693667766441419 0.718118883143782
"6" 0.60482823154486 0.623518925524331 0.641038578175358 0.646929134651806 0.645601142557583 0.675599598971109 0.703680982660551 0.722259756316791
"7" 0.600693945821967 0.612401274454127 0.648007138863563 0.644338807400745 0.640322410999129 0.643948304597752 0.670843797381032 0.687805355497508
"8" 0.605567705715666 0.631563146474356 0.650058294971387 0.654768562409128 0.648738653311229 0.655573056494833 0.681775502307605 0.705127489770446
"9" 0.620058262814713 0.632667113634263 0.65333113942928 0.662800304181104 0.643102228052685 0.643609556857749 0.679563863532015 0.707181571557095
"10" 0.590760854079098 0.631715116068317 0.63443347867438 0.640669943161493 0.635326893147329 0.674740541775509 0.688679118497188 0.709154976730956
"11" 0.605574824242813 0.644066047152047 0.661070688262838 0.661368835843446 0.660730683297202 0.672465372950043 0.705719025826624 0.721207450626098
"12" 0.613661679978425 0.620295414561798 0.644394485528983 0.644168050895178 0.629832301364086 0.670926308630125 0.680471136220758 0.719672548209259
"13" 0.615823253566897 0.618938204999162 0.660811476416568 0.670049098809398 0.638837121745273 0.650557512178818 0.680975230149218 0.707695430876734
"14" 0.600612481404815 0.63055211895571 0.653306380809401 0.652496957867551 0.642796388039472 0.656298376791358 0.681010726164629 0.700571310615679
"15" 0.5916983581158 0.600270808228167 0.636025070708183 0.643028648643546 0.623743680413936 0.664714308428929 0.67467778110826 0.699805019392023
"16" 0.612151344832379 0.633235265509793 0.655401595550994 0.657820432253309 0.65508332272805 0.672834505525643 0.700409942221136 0.719490140692211
"17" 0.62116073534519 0.632083496606236 0.656442097229032 0.658650437528772 0.648971582573628 0.669493988067873 0.694300911444498 0.719393763179491
"18" 0.594382389051743 0.641921595237672 0.644229613490234 0.649444559433332 0.656211409014068 0.661114494212546 0.69791026875667 0.709294958224702
"19" 0.613981981432531 0.642266470922064 0.6623344885223 0.666273212926931 0.658769971208975 0.676473560423193 0.706440536765997 0.7305779622413
"20" 0.594399301429944 0.601105222190615 0.633312477404036 0.631864890376754 0.622572907927251 0.667378017065017 0.67531920461948 0.698869570711544
"21" 0.599176547575711 0.623224997229619 0.634919634528153 0.642657485345898 0.635632939941934 0.653020131432781 0.678677610597087 0.697800197769513
"22" 0.639109494210572 0.645632241754857 0.67073789725047 0.673526731748082 0.667816505955305 0.667172031610345 0.703561192596026 0.720105647883382
"23" 0.614236684235154 0.607014958233572 0.652337647027648 0.652118738918553 0.632952046649295 0.659631296319608 0.678169444357545 0.710803916852919
"24" 0.611316032719086 0.633173920175737 0.654692131367006 0.66077133746952 0.656269408602173 0.665843698286121 0.700381574021009 0.719070652300349
"25" 0.601545300372885 0.62667017220079 0.643858826384617 0.650925653980677 0.635511452700775 0.683672214468012 0.687822489049694 0.717351463644716
"26" 0.616508391675373 0.659693392972959 0.66876753143022 0.669616239270351 0.678257268742568 0.674246946900037 0.721602748184591 0.727295737031615
"27" 0.607794297528111 0.611051381206937 0.650796200861719 0.647591840758603 0.633289753786163 0.639748114318062 0.673997657423903 0.703464894720397
"28" 0.605953953469577 0.617015136064292 0.646109868222734 0.641521117420199 0.640261093882925 0.678870355597425 0.696385716899359 0.71706677364627
