"molecular_classification" "eln_2017"
"1" 0.641389625147497 0.605902069020629
"2" 0.648224907187953 0.632352537951019
"3" 0.624137697916351 0.606208572872493
"4" 0.661895374579891 0.616083328427034
"5" 0.630791709976229 0.601370725139552
"6" 0.645797588295449 0.621633636270572
"7" 0.659863350637121 0.627136130920597
"8" 0.651940292873958 0.638436832861191
"9" 0.660535093139852 0.649224174323125
"10" 0.633719701534985 0.622131914575923
"11" 0.643582919339087 0.617871843607665
"12" 0.672821863414706 0.625108772428542
"13" 0.633607647801179 0.616336764983295
"14" 0.640696216857619 0.625630845116813
"15" 0.664557395726437 0.628850522112145
"16" 0.649019321516704 0.619315405864488
"17" 0.613299470579137 0.594113424127253
"18" 0.646509038830949 0.623073286973418
"19" 0.656217747714704 0.613999515630352
"20" 0.661088886233852 0.616059910291341
"21" 0.64178733386895 0.583911948320941
"22" 0.641582423489859 0.596143017459424
"23" 0.618171664760634 0.597234154550991
"24" 0.632706927645819 0.621126461503419
"25" 0.659798071588802 0.629848809018091
"26" 0.624363666412729 0.59157008536619
"27" 0.653811508813294 0.629959897346052
"28" 0.62785511827492 0.58250934681511
"29" 0.611262542958955 0.581845048988817
"30" 0.647719230265926 0.615758849734251
"31" 0.641651457688772 0.626308597881089
"32" 0.642439686997366 0.627170236425576
"33" 0.655867711090082 0.609797378993317
"34" 0.680394652629657 0.661267068160627
"35" 0.637522144451714 0.596431713201113
"36" 0.650649345177755 0.609334131985976
"37" 0.633075485151352 0.601950009252834
"38" 0.624632967740825 0.599309998234156
"39" 0.619644593191474 0.588811152983608
"40" 0.647168456144685 0.601918428116016
"41" 0.624258070520082 0.610880428397029
"42" 0.640048206320482 0.60047148019886
"43" 0.619303187845803 0.579999987600065
"44" 0.654022345412124 0.629340219427648
"45" 0.634881393071922 0.606765436398587
"46" 0.636904172592098 0.627002025333736
"47" 0.639149872264307 0.612380287568224
"48" 0.642733934214545 0.599029737786043
"49" 0.62566823023561 0.599697930331033
"50" 0.660171709771113 0.642751490711748
"51" 0.631009464624992 0.58939048815644
"52" 0.615573480117482 0.582765960405166
"53" 0.618742319471916 0.591671999756085
"54" 0.63994004859212 0.622713944349337
"55" 0.649484388327603 0.61895648393226
"56" 0.638813534393436 0.605067090265989
"57" 0.662845584505881 0.630281546340736
"58" 0.670812746420401 0.649466235337384
"59" 0.635874510294237 0.599862456929191
"60" 0.630988301753646 0.631157946599121
"61" 0.652223812668829 0.620734989576104
"62" 0.61777354806569 0.597207795110643
"63" 0.633360666592946 0.602169564103246
"64" 0.632546073229207 0.583268724865976
"65" 0.639420970287454 0.62258923435411
"66" 0.605723436203984 0.578561968877399
"67" 0.636119663464738 0.626682799955847
"68" 0.664718860738666 0.646760328281111
"69" 0.639034730798222 0.601104807769693
"70" 0.661611870559339 0.634587481519583
"71" 0.655231503781966 0.625666343518957
"72" 0.612217172199126 0.598444399728345
"73" 0.646403953496876 0.627416471000875
"74" 0.662235422520595 0.625590918327049
"75" 0.650849015302108 0.617374454637575
"76" 0.646989142056316 0.614591758510081
"77" 0.631295910238489 0.60182630362009
"78" 0.636632512627507 0.603267085217104
"79" 0.650335446890595 0.638510651806168
"80" 0.636245464274168 0.630667647283927
"81" 0.670839457435305 0.639347514692867
"82" 0.61501850223058 0.59701366574121
"83" 0.630216203047364 0.607643002276466
"84" 0.627488702049568 0.614637356877818
"85" 0.648834645170772 0.627283977095118
"86" 0.672872393874383 0.631218627078785
"87" 0.612252277169995 0.578118056994548
"88" 0.627198802977072 0.618567177581811
"89" 0.663210722318477 0.63451552606838
"90" 0.603748657871245 0.583052719767523
"91" 0.633144803412115 0.611781780479839
"92" 0.62510027350594 0.601934747059342
"93" 0.649701010875729 0.627994142255612
"94" 0.629527867366502 0.594772778183016
"95" 0.621621051573914 0.590934785126022
"96" 0.641984116507162 0.606666844267957
"97" 0.650780196551233 0.635965691873116
"98" 0.647620558453089 0.625518253741603
"99" 0.70728025564801 0.640934207315809
"100" 0.637481353962678 0.60831482955066
