"molecular_classification" "eln_2017"
"1" 0.668111971123707 0.636164118791387
"2" 0.624832167976584 0.603151868893621
"3" 0.630389385789865 0.614198250082624
"4" 0.687580251895699 0.628786919331473
"5" 0.631037091996858 0.617051831075527
"6" 0.623691954363097 0.59945913080304
"7" 0.639302425402429 0.594568334248808
"8" 0.641832455302414 0.618723339601736
"9" 0.633913305052194 0.588943219673925
"10" 0.634435168088122 0.60360351586168
"11" 0.643021308927502 0.591981312229545
"12" 0.621929899492063 0.592416037935148
"13" 0.637627608765149 0.611525662436722
"14" 0.614530906645001 0.590469569577587
"15" 0.639431817276141 0.594149320248153
"16" 0.632018204851245 0.605956368721375
"17" 0.643974801372276 0.629921648804321
"18" 0.607947475608286 0.608753007160422
"19" 0.63648303886916 0.605426320215517
"20" 0.642293407253877 0.595893584533284
"21" 0.69851528714362 0.646862055706102
"22" 0.639050159322219 0.599896780202063
"23" 0.643931726298403 0.611273543167303
"24" 0.647651422613282 0.630460736486044
"25" 0.638195840592969 0.625719063383872
"26" 0.612563904852899 0.582906540645878
"27" 0.610150335908538 0.603367315580061
"28" 0.634851325691027 0.597772877318882
"29" 0.614901238756402 0.581053003900382
"30" 0.647305195863598 0.601361512524502
"31" 0.642612861189843 0.616236359266536
"32" 0.664921050006417 0.629481147933146
"33" 0.626104142013475 0.599876395094953
"34" 0.667885795866073 0.638629834408957
"35" 0.648270426347463 0.599349220875768
"36" 0.63855350878338 0.596291423299368
"37" 0.639468180943898 0.615965848953403
"38" 0.634735874705364 0.634364055752104
"39" 0.660298868932563 0.625199093051287
"40" 0.65361820818644 0.635497438823723
"41" 0.635958977059668 0.580804723690417
"42" 0.624422161462445 0.605722353966257
"43" 0.617244976109216 0.60858305325439
"44" 0.629881119343443 0.594305738795372
"45" 0.625811304357914 0.582472780338303
"46" 0.627233836939978 0.6002716448838
"47" 0.649450329215883 0.607872615739773
"48" 0.652922678684146 0.650131818398278
"49" 0.659126745861922 0.631152844770346
"50" 0.630729399684995 0.615209361363006
"51" 0.616496063572744 0.594851347714267
"52" 0.636899197801767 0.618743818485339
"53" 0.632202892779236 0.616019552610933
"54" 0.660592079491517 0.629408490529722
"55" 0.638052765169663 0.627066187989461
"56" 0.64898353159121 0.612002192230295
"57" 0.620158492909984 0.587498265096363
"58" 0.620679532090187 0.596893733082726
"59" 0.623515623459617 0.594043115760096
"60" 0.64423399680914 0.620067313629732
"61" 0.629653230596824 0.580491773562654
"62" 0.624388525481179 0.598910303922745
"63" 0.627950388021961 0.620310021089696
"64" 0.586926411192273 0.576328661208985
"65" 0.614533535598768 0.578371774679207
"66" 0.621621435605231 0.576999931434087
"67" 0.634404653568056 0.601089037757718
"68" 0.637568783491467 0.613091753648949
"69" 0.628101768664845 0.609406658815141
"70" 0.641843223601386 0.606287404198566
"71" 0.643351738581553 0.634232907945055
"72" 0.630675034872814 0.593394494465825
"73" 0.646808824031022 0.626211442591861
"74" 0.622326278585042 0.605830486699526
"75" 0.63729431504871 0.583730611166388
"76" 0.622051430692465 0.593381437332485
"77" 0.644102219328202 0.608311000883555
"78" 0.632334078403437 0.609407179241481
"79" 0.615863123886532 0.604712632953926
"80" 0.651299632456455 0.620246791874889
"81" 0.599674033349958 0.576557880394776
"82" 0.638007931193696 0.626323753260868
"83" 0.646298211710862 0.623371464709932
"84" 0.659606526475313 0.619062869669034
"85" 0.623802312227999 0.582077844543632
"86" 0.587007045871916 0.555652251912336
"87" 0.624975060812664 0.591298300143711
"88" 0.642409523936865 0.613404589914096
"89" 0.620196526673948 0.593247461170619
"90" 0.628101024982262 0.602849824058049
"91" 0.636389376258563 0.599651026029099
"92" 0.647981762368462 0.605481840740094
"93" 0.611865215717015 0.583991928462633
"94" 0.633484255597647 0.60520873063787
"95" 0.611819143503703 0.59456568528058
"96" 0.641641817004735 0.628883199710859
"97" 0.64647106749745 0.606287355962539
"98" 0.657767351119 0.625267843090483
"99" 0.623454519181338 0.590707031940006
"100" 0.633627083705066 0.612908868760009
