"eln" "all_gen" "comp" "comp_ITD" "all_gen_cyto" "clin_demo" "all_gen_cyto_clin_demo" "comp_ITD_clin_demo"
"1" 0.636164118791387 0.639977202267326 0.673099896897287 0.68759205053815 0.685034867588112 0.686157500622298 0.758245842747302 0.760540038266424
"2" 0.603151868893621 0.563963956685933 0.646356134847936 0.656831094639282 0.635974936113738 0.676504014136832 0.703293078956745 0.726563680378394
"3" 0.614198250082624 0.624118370544686 0.649139312266641 0.655626446377335 0.662748587299828 0.686983921873297 0.727287783301467 0.725141236345713
"4" 0.628786919331473 0.647100949666608 0.693321515507346 0.70983880352702 0.685926165044505 0.695925466276317 0.751748764186103 0.761564828056736
"5" 0.617051831075527 0.605523416059431 0.643564387904262 0.659514172348287 0.660660923263721 0.664047883380984 0.704814330643275 0.719455258021518
"6" 0.59945913080304 0.604379240065289 0.634769040480791 0.645028267316317 0.647443248813669 0.66599533745665 0.717983760602417 0.725929717894955
"7" 0.594568334248808 0.572833104924952 0.649964251647352 0.663655315367266 0.635287814075929 0.655462396683767 0.701599526391809 0.72263329793208
"8" 0.618723339601736 0.60309564690941 0.655253878684968 0.662037836741661 0.65962363396415 0.639142251727687 0.706713165784314 0.709675510005246
"9" 0.588943219673925 0.585709828698148 0.655145606910437 0.661330529484673 0.630014315307108 0.642743339486889 0.686017460488305 0.718375410810766
"10" 0.60360351586168 0.612944157938644 0.649393782606767 0.658667228480928 0.648100656414112 0.660014049987934 0.705952641562327 0.72190760931923
"11" 0.591981312229545 0.601464023605928 0.649694876790801 0.663661451380141 0.650359937072676 0.666629868589247 0.707367388248236 0.720380543085113
"12" 0.592416037935148 0.598729910688889 0.635213076867699 0.645258503197045 0.627420993454741 0.668513700500135 0.701863999486615 0.720774078816371
"13" 0.611525662436722 0.594348997501527 0.654738274065015 0.663824527009767 0.645470976845008 0.679029712680621 0.702346357469719 0.727052177653984
"14" 0.590469569577587 0.600977531561998 0.637349139174565 0.644769162573654 0.640471024618168 0.655687366825572 0.704069483194996 0.708691954581686
"15" 0.594149320248153 0.623025647860511 0.667793402512154 0.679559130290873 0.665346107603101 0.682116821011704 0.726446997706459 0.741941150021727
"16" 0.605956368721375 0.598171812795304 0.649915809199606 0.654342742690648 0.653753592739554 0.666359298513321 0.710042923859094 0.721314214081447
"17" 0.629921648804321 0.595636824215779 0.666740902059387 0.678534727402119 0.653374079040167 0.686168112735857 0.72956203151903 0.756663342542551
"18" 0.608753007160422 0.618480395313782 0.637707475347369 0.640455627734831 0.651524741295641 0.660662128579648 0.711721656010045 0.714627537394792
"19" 0.605426320215517 0.559854991096046 0.657563882928419 0.666426409326643 0.633735341400235 0.686761068386263 0.704051111204198 0.72612088529207
"20" 0.595893584533284 0.584831898604832 0.63249879324668 0.649437820699052 0.624233513078853 0.68230748360314 0.706881956660144 0.725073668343749
"21" 0.646862055706102 0.634460220842426 0.695450837869449 0.714136343998214 0.675244063067024 0.664286205238779 0.728892479636457 0.756044451195866
"22" 0.599896780202063 0.598735163415188 0.652241548125821 0.660846651237781 0.633242437563104 0.653461535492249 0.68419180456906 0.710307659008963
"23" 0.611273543167303 0.600112304418142 0.658895483271812 0.6682442451961 0.663135774419 0.680013067531154 0.717599830691387 0.740031315262921
"24" 0.630460736486044 0.629783063148637 0.662088691077675 0.669661214082771 0.654953007742841 0.669355702378381 0.708773088026849 0.727404569455343
"25" 0.625719063383872 0.616128604244201 0.661618506431431 0.664511239824077 0.68054120795121 0.664016810863595 0.728867773606152 0.731296230057445
"26" 0.582906540645878 0.587986457074204 0.605133652830173 0.620083919062496 0.619637663857077 0.63229014277523 0.676984106984584 0.685170106752875
"27" 0.603367315580061 0.59168879480461 0.62165101183524 0.629763737037135 0.648275300977363 0.643036187502391 0.688456859300697 0.694997392817888
"28" 0.597772877318882 0.611760942386091 0.652722007973299 0.662818103901338 0.667300028614298 0.64125648868074 0.708678491691736 0.707094094742698
"29" 0.581053003900382 0.584496874606388 0.642357978127665 0.645265033259468 0.615221495923319 0.649369547325366 0.67490517992789 0.707513516633885
"30" 0.601361512524502 0.620986842286897 0.645408392634042 0.657942939753236 0.634566825736854 0.670012455094142 0.706558367943517 0.733688406063561
"31" 0.616236359266536 0.61725042487375 0.647149680184653 0.657842867061029 0.651427584709788 0.680770517716404 0.704218632082352 0.722018889412735
"32" 0.629481147933146 0.647486642929397 0.672917622357358 0.681360716470653 0.683935914153875 0.680814669542957 0.743918351496194 0.745722708248614
"33" 0.599876395094953 0.584110068451858 0.666033997050467 0.663989196101072 0.655273062228038 0.691378089203564 0.713296995530442 0.734483121031063
"34" 0.638629834408957 0.604181168842478 0.679708190531127 0.688864776149956 0.666271645761395 0.711813131410776 0.740382462866992 0.759451168755211
"35" 0.599349220875768 0.603179331538133 0.646391935708477 0.660008182686046 0.641492136249184 0.653959487268175 0.699690970672391 0.726038919303333
"36" 0.596291423299368 0.57659777677372 0.655162889875487 0.663200437064303 0.641662294467852 0.664733621481707 0.69964332564582 0.727962432181994
"37" 0.615965848953403 0.607311585493549 0.659352596753458 0.668504678376394 0.659879047342877 0.688008443771997 0.71931436661874 0.738921787831937
"38" 0.634364055752104 0.628491570120345 0.670254091118623 0.675194196341005 0.682240813953514 0.644388687578307 0.732455007660621 0.727636848478277
"39" 0.625199093051287 0.60361747240037 0.658019337366541 0.672738442270375 0.652820056552542 0.67586067283877 0.707708190612244 0.73244745251829
"40" 0.635497438823723 0.634933605105448 0.655389607078286 0.667948259954334 0.663332638734543 0.631241606711437 0.692916302773383 0.704228688061906
"41" 0.580804723690417 0.568757654783808 0.637617365015277 0.657192497254511 0.624364324799602 0.647163078859421 0.688199520139775 0.716729250618951
"42" 0.605722353966257 0.580556643486537 0.620250248743853 0.634462541494512 0.620994831921969 0.65525133998487 0.685091485805041 0.704453876771037
"43" 0.60858305325439 0.578692420303266 0.631579991611332 0.635452741709541 0.623655661445823 0.650254126606069 0.678372452263947 0.695088716355222
"44" 0.594305738795372 0.610048125212019 0.634016020341143 0.646753107511507 0.646571197459283 0.672628874284064 0.70958300629999 0.713116564463571
"45" 0.582472780338303 0.577779362900185 0.633942988576964 0.640396246635475 0.624601044544825 0.645784542465042 0.691508125000259 0.705460611066031
"46" 0.6002716448838 0.606770053676915 0.63254625131074 0.646957479383422 0.644646844812456 0.670914315777223 0.700935877841065 0.711880589447418
"47" 0.607872615739773 0.613305732798597 0.659369952710656 0.669465689809684 0.652502882572797 0.672046483796209 0.71030932863828 0.727462657649996
"48" 0.650131818398278 0.633618428718458 0.664236007180336 0.674657112497528 0.680970933310208 0.660448776634707 0.730776715789062 0.731926299966778
"49" 0.631152844770346 0.629341946903211 0.675924801736238 0.684986946377284 0.682566969255938 0.686504755410221 0.745125224122254 0.741504007360659
"50" 0.615209361363006 0.625077473273546 0.646961439121345 0.652656511439137 0.663950810971629 0.633964530943198 0.691532658928516 0.693540036270058
"51" 0.594851347714267 0.576975263211354 0.624555082193266 0.632670745752651 0.622263576551121 0.6583699320428 0.684304101458452 0.701538230736648
"52" 0.618743818485339 0.609629365685404 0.636063530118897 0.654276533087487 0.654659630593149 0.690583612288008 0.716991646515596 0.727631691742847
"53" 0.616019552610933 0.612078229373885 0.647913249440853 0.660808136864416 0.642381369308252 0.673616077881668 0.700159450045755 0.720273855381847
"54" 0.629408490529722 0.607544853109485 0.664873007588404 0.678970967150922 0.676809804466817 0.682970806524862 0.73305825307468 0.743716674699876
"55" 0.627066187989461 0.605251283691068 0.660381823538823 0.667241906620023 0.657130971322653 0.672302038013519 0.717805974048807 0.736334873551094
"56" 0.612002192230295 0.611322715657437 0.649621794224759 0.65954002963805 0.657374507329384 0.662022892768498 0.715836252356675 0.721206760703949
"57" 0.587498265096363 0.560223500058644 0.644588346935741 0.649927639807866 0.626617752977344 0.643902738952884 0.666753099447009 0.689362531502088
"58" 0.596893733082726 0.564152019774306 0.647423849028908 0.651583279724638 0.612587660279468 0.680479593948896 0.688727266742917 0.720492809446018
"59" 0.594043115760096 0.580647028966759 0.639598310597581 0.647226796350862 0.633203838211842 0.625507106369858 0.674725254913709 0.687982553979385
"60" 0.620067313629732 0.608637862252434 0.661812027762439 0.672608117190101 0.665077258949744 0.665224415182707 0.720905059367063 0.731736113471034
"61" 0.580491773562654 0.583535336157012 0.63445444694473 0.650202319935649 0.624596460444143 0.676529585889126 0.695786813386696 0.73029508131772
"62" 0.598910303922745 0.601772509072177 0.650380401547874 0.654953454538916 0.646838598501476 0.650005164561138 0.697938673290921 0.708681158310128
"63" 0.620310021089696 0.576270063450452 0.650156242595471 0.6528130553085 0.633684800603976 0.666510734566054 0.691866394000497 0.719421792612357
"64" 0.576328661208985 0.567517387020418 0.611370114500325 0.619901814448043 0.612979378432023 0.626829536784044 0.668874943548394 0.680436786138343
"65" 0.578371774679207 0.574250495595567 0.626040644619633 0.633341664107842 0.615868850371412 0.677791025174189 0.697275527871404 0.72016324371449
"66" 0.576999931434087 0.586171289241368 0.632596751779399 0.644424729559898 0.62226028206041 0.645039360957935 0.689973442214859 0.714255692971053
"67" 0.601089037757718 0.58232978331682 0.658646507414031 0.663931055534767 0.623208886654137 0.639226182267779 0.676523162470515 0.702491358113843
"68" 0.613091753648949 0.599817138406121 0.646820994595027 0.657575002459089 0.655864478647474 0.665129133334968 0.725992890925602 0.723134430863445
"69" 0.609406658815141 0.600345465034809 0.649542402889835 0.658803723178111 0.670203538151274 0.671505665625788 0.715516219370594 0.725974010281364
"70" 0.606287404198566 0.600247450594526 0.654181208216883 0.662016885012093 0.641581714468244 0.650891695533418 0.69292195991585 0.704303947175403
