"comp_ITD_clin_demo"
"1" 0.715410240909617
"2" 0.717676914536467
"3" 0.743158361134279
"4" 0.704094758963255
"5" 0.704064549425374
"6" 0.750724675023512
"7" 0.719909278135509
"8" 0.727187787866825
"9" 0.714944314944315
"10" 0.744100246399536
"11" 0.709292888302729
"12" 0.705403237932936
"13" 0.708175842761413
"14" 0.716509186015205
"15" 0.727294809511634
"16" 0.735230391448794
"17" 0.722537566834757
"18" 0.726311104129029
"19" 0.723919225275517
"20" 0.719696378902493
"21" 0.701448107321131
"22" 0.712116496797116
"23" 0.731386765954667
"24" 0.705506732449378
"25" 0.733709635074823
"26" 0.716301456618113
"27" 0.716694772344013
"28" 0.705547126993638
"29" 0.720551628662327
"30" 0.706748021193632
"31" 0.72640111341641
"32" 0.712788012386501
"33" 0.742487262139961
"34" 0.722079885219441
"35" 0.717220178530085
"36" 0.703141241791953
"37" 0.742319362168836
"38" 0.67684112196723
"39" 0.735296756251041
"40" 0.714766233766234
"41" 0.730019757486538
"42" 0.734529079335111
"43" 0.705475272335398
"44" 0.718904994425007
"45" 0.70841519318926
"46" 0.716631005640926
"47" 0.703366708385482
"48" 0.699788717248011
"49" 0.712455934195065
"50" 0.728245280824838
