"eln" "all_gen" "comp" "comp_ITD" "all_gen_cyto" "clin_demo" "all_gen_cyto_clin_demo" "comp_ITD_clin_demo"
"1" 0.604532205676009 0.626239261494722 0.629722383691323 0.643541591886781 0.645560583388795 0.706151411484438 0.718411592056409 0.728259975790458
"2" 0.607443385433728 0.63518977907463 0.636536538917679 0.650764209308415 0.667899340855522 0.686728440710009 0.722125847077399 0.727132850469473
"3" 0.627861029759534 0.609840879769314 0.629106058651211 0.64004477889213 0.641361641877397 0.652937615431963 0.694952833008262 0.691179205863361
"4" 0.621330848214954 0.645249616664536 0.65146013901516 0.66143805551737 0.664840587822672 0.687282412588059 0.730330989581489 0.737138662041547
"5" 0.611513251846294 0.627185339370247 0.621815436823213 0.626616543570576 0.641581558660976 0.673783077626583 0.718584323168694 0.712105808580561
"6" 0.599943500303424 0.609187508987618 0.624633374947454 0.630329701587183 0.626552393402766 0.684013849090338 0.692953331323451 0.704088201149965
"7" 0.639662944321531 0.647324766053186 0.642727917879061 0.654231424530753 0.674708640932941 0.689998590990362 0.723814478286813 0.731355336773488
"8" 0.601693575635707 0.627226345779289 0.627990334183407 0.635288917402307 0.637701396725032 0.67381930731394 0.707353363588415 0.710512534875833
"9" 0.597888646111363 0.638443452004458 0.629637284000144 0.642709935601005 0.655978383521934 0.681062249375743 0.711334910140192 0.717846941802629
"10" 0.618838449645959 0.658954898870554 0.649313332741662 0.659622687574757 0.665700062019565 0.696093845831832 0.732668429294025 0.735010314058771
"11" 0.619739857119043 0.62383933481359 0.640289334791668 0.647715025047363 0.637930136122179 0.692931525927714 0.705650757095696 0.721249838668215
"12" 0.641272187866468 0.648324592711438 0.648689285023413 0.6600282234539 0.677330501575704 0.6968396182722 0.737424009296353 0.742806760773329
"13" 0.595246546147794 0.638296271792773 0.613944411229097 0.619488924024315 0.657015876810272 0.660984981178305 0.672669966587456 0.67527198823045
"14" 0.612957900602276 0.662729445222354 0.648297071122557 0.656326271324774 0.671809902888711 0.676676809292424 0.717108040701667 0.724199176117254
"15" 0.597014128838313 0.630924578946566 0.638115142207311 0.650040135072919 0.650543086097844 0.686604530197096 0.715770058516424 0.717934721224273
"16" 0.628189565857058 0.639603255145793 0.63351362729097 0.644943781409033 0.666633642479695 0.670058134408523 0.705008441647945 0.711937294370666
"17" 0.611287479017437 0.636365040651807 0.617426255110197 0.635543863610604 0.659076741645407 0.673525587516782 0.726439962395311 0.71694942945561
"18" 0.605486180396319 0.636016072279597 0.636377102734369 0.633149446125152 0.64129942225616 0.677859252555162 0.68925416080589 0.694678393956334
